instant,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,season_hour,yr_hour,mnth_hour,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,day_type
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,1,1,1,0,1,1,1,0.22416666666666665,0.24747916666666667,0.7016666666666667,0.0989,106,2270,2376,Working Day
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,1,1,1,0,2,1,2,0.30869565217391304,0.31882608695652176,0.6465217391304349,0.18755217391304346,173,3425,3598,Working Day
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,1,1,1,0,3,1,1,0.27416666666666667,0.28282083333333335,0.8475,0.13122083333333334,92,2085,2177,Working Day
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,1,1,1,0,4,1,3,0.3825,0.3819375,0.8029166666666666,0.1809666666666667,269,3828,4097,Working Day
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,1,1,1,0,5,1,2,0.27416666666666667,0.24936250000000001,0.5075,0.3781083333333333,174,3040,3214,Working Day
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,1,1,1,0,6,0,1,0.18000000000000002,0.1830875,0.4575,0.18718333333333334,333,2160,2493,Weekend
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,1,1,1,0,0,0,1,0.16666666666666666,0.161625,0.4191666666666667,0.2512583333333333,284,2027,2311,Weekend
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,1,1,1,1,1,0,1,0.19000000000000003,0.19066249999999998,0.5225,0.23135833333333333,217,2081,2298,Holiday
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,1,1,1,0,2,1,2,0.3730434782608696,0.36427826086956516,0.716086956521739,0.3491304347826087,127,2808,2935,Working Day
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,1,1,1,0,3,1,2,0.30333333333333334,0.27525416666666663,0.44333333333333336,0.4154291666666667,109,3267,3376,Working Day
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,1,1,1,0,4,1,1,0.19000000000000003,0.1900375,0.4975,0.22015833333333334,130,3162,3292,Working Day
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,1,1,1,0,5,1,2,0.2175,0.22095833333333334,0.45,0.20274999999999999,115,3048,3163,Working Day
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,1,1,1,0,6,0,3,0.17333333333333334,0.174875,0.8312499999999999,0.22264166666666665,67,1234,1301,Weekend
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,1,1,1,0,0,0,1,0.1625,0.16224999999999998,0.79625,0.1996375,196,1781,1977,Weekend
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,1,1,1,0,1,1,2,0.21833333333333335,0.24305833333333335,0.91125,0.11070833333333334,145,2287,2432,Working Day
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,1,1,1,0,2,1,2,0.3425,0.34910833333333335,0.8358333333333333,0.12376666666666668,439,3900,4339,Working Day
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,1,1,1,0,3,1,1,0.2941666666666667,0.2948208333333333,0.6437499999999999,0.16107083333333333,467,3803,4270,Working Day
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,1,1,1,0,4,1,2,0.34166666666666673,0.35605,0.7695833333333333,0.07339583333333334,244,3831,4075,Working Day
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,1,1,1,0,5,1,2,0.425,0.4153833333333334,0.74125,0.3426666666666667,269,3187,3456,Working Day
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,1,1,1,0,6,0,1,0.31583333333333335,0.32637916666666666,0.5433333333333333,0.21082916666666665,775,3248,4023,Weekend
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,1,1,1,0,0,0,1,0.28250000000000003,0.27272083333333336,0.31125,0.24004999999999999,558,2685,3243,Weekend
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,1,1,1,0,1,1,2,0.26916666666666667,0.262625,0.4008333333333333,0.2157916666666667,126,3498,3624,Working Day
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,1,1,1,0,2,1,1,0.38999999999999996,0.3813166666666667,0.4166666666666667,0.26181666666666664,324,4185,4509,Working Day
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,1,1,2,0,3,1,1,0.4691666666666667,0.4665375,0.5079166666666667,0.1890666666666667,304,4275,4579,Working Day
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,1,1,2,0,4,1,1,0.39916666666666667,0.39897083333333333,0.6729166666666666,0.18718749999999998,190,3571,3761,Working Day
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,1,1,2,0,5,1,1,0.31333333333333335,0.3093458333333333,0.5266666666666667,0.17849583333333333,310,3841,4151,Working Day
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,1,1,2,0,6,0,1,0.26416666666666666,0.272725,0.7795833333333334,0.12189583333333333,384,2448,2832,Weekend
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,1,1,2,0,0,0,2,0.2658333333333333,0.2645208333333333,0.6879166666666667,0.17599583333333335,318,2629,2947,Weekend
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,1,1,2,0,1,1,1,0.2826086956521739,0.29642608695652173,0.6221739130434782,0.1538,206,3578,3784,Working Day
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,1,1,2,0,2,1,1,0.3541666666666667,0.3611041666666666,0.49625,0.14737916666666667,199,4176,4375,Working Day
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,1,1,2,0,3,1,1,0.25666666666666665,0.26642083333333333,0.7229166666666668,0.13372083333333332,109,2693,2802,Working Day
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,1,1,2,0,4,1,2,0.265,0.2619875,0.5620833333333334,0.1940375,163,3667,3830,Working Day
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,1,1,2,0,5,1,2,0.2808333333333333,0.2935583333333333,0.54,0.11692916666666668,227,3604,3831,Working Day
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,1,1,2,0,6,0,2,0.22416666666666665,0.21086666666666667,0.7312500000000001,0.2897958333333333,192,1977,2169,Weekend
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,1,1,2,0,0,0,3,0.1275,0.10165833333333334,0.46458333333333335,0.4092125,73,1456,1529,Weekend
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,1,1,2,0,1,1,1,0.2225,0.2279125,0.41125000000000006,0.16728333333333334,94,3328,3422,Working Day
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,1,1,2,0,2,1,2,0.31916666666666665,0.33394583333333333,0.50875,0.14117916666666666,135,3787,3922,Working Day
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,1,1,2,0,3,1,1,0.34833333333333333,0.35162916666666666,0.53125,0.1816,141,4028,4169,Working Day
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,1,1,2,0,4,1,2,0.31666666666666665,0.33016249999999997,0.7529166666666667,0.09142499999999999,74,2931,3005,Working Day
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,1,1,2,0,5,1,2,0.3433333333333333,0.35162916666666666,0.6345833333333334,0.2058458333333333,349,3805,4154,Working Day
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,1,1,2,0,6,0,1,0.3466666666666667,0.35542500000000005,0.5345833333333333,0.19092916666666668,1435,2883,4318,Weekend
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,1,1,2,0,0,0,2,0.27999999999999997,0.2657875,0.5158333333333334,0.2531125,618,2071,2689,Weekend
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,1,1,2,1,1,0,2,0.28,0.2733913043478261,0.5078260869565218,0.2290826086956522,502,2627,3129,Holiday
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,1,1,2,0,2,1,1,0.28782608695652173,0.29511304347826084,0.5943478260869565,0.2057173913043478,163,3614,3777,Working Day
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,1,1,2,0,3,1,1,0.3958333333333333,0.39266666666666666,0.5679166666666666,0.23447083333333332,394,4379,4773,Working Day
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,1,1,2,0,4,1,2,0.45416666666666666,0.4444458333333334,0.5545833333333333,0.1909125,516,4546,5062,Working Day
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,1,1,2,0,5,1,2,0.4075,0.41097083333333334,0.7374999999999999,0.23756666666666668,246,3241,3487,Working Day
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,1,1,2,0,6,0,1,0.29083333333333333,0.255675,0.3958333333333333,0.4216416666666667,317,2415,2732,Weekend
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,1,1,2,0,0,0,1,0.2791666666666667,0.2683083333333333,0.41,0.20522916666666668,515,2874,3389,Weekend
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,1,1,2,0,1,1,1,0.3666666666666667,0.35795416666666663,0.4908333333333333,0.26803333333333335,253,4069,4322,Working Day
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,1,1,2,0,2,1,1,0.3591666666666667,0.35352500000000003,0.3958333333333333,0.19341666666666668,229,4134,4363,Working Day
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,1,1,2,0,3,1,1,0.3443478260869565,0.34846956521739125,0.8047826086956522,0.1791173913043478,65,1769,1834,Working Day
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,1,1,3,0,4,1,2,0.48583333333333334,0.4753708333333333,0.6154166666666666,0.2269875,325,4665,4990,Working Day
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,1,1,3,0,5,1,1,0.35333333333333333,0.35984166666666667,0.6570833333333334,0.14490416666666667,246,2948,3194,Working Day
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,1,1,3,0,6,0,3,0.4141666666666666,0.41349166666666665,0.62125,0.16107916666666666,956,3110,4066,Weekend
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,1,1,3,0,0,0,2,0.32583333333333336,0.30302083333333335,0.4033333333333333,0.3345708333333333,710,2713,3423,Weekend
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,1,1,3,0,1,1,1,0.24333333333333332,0.24117083333333333,0.50625,0.2288583333333333,203,3130,3333,Working Day
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,1,1,3,0,2,1,1,0.25833333333333336,0.25504166666666667,0.4566666666666667,0.200875,221,3735,3956,Working Day
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,1,1,3,0,3,1,1,0.40416666666666673,0.3851,0.5133333333333333,0.3457791666666667,432,4484,4916,Working Day
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,1,1,3,0,4,1,1,0.5275,0.5246041666666666,0.5675,0.4415625,486,4896,5382,Working Day
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,1,1,3,0,5,1,2,0.41083333333333333,0.3970833333333333,0.4070833333333333,0.4148,447,4122,4569,Working Day
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,1,1,3,0,6,0,1,0.28750000000000003,0.27776666666666666,0.35041666666666665,0.22575,968,3150,4118,Weekend
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,1,1,3,0,0,0,1,0.3617391304347826,0.3596695652173913,0.4769565217391304,0.22258695652173915,1658,3253,4911,Weekend
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,1,1,3,0,1,1,1,0.46666666666666673,0.4595916666666666,0.4891666666666667,0.2077125,838,4460,5298,Working Day
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,1,1,3,0,2,1,2,0.5650000000000001,0.5429291666666667,0.6175,0.23695,762,5085,5847,Working Day
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,1,1,3,0,3,1,1,0.5725,0.5486166666666666,0.5070833333333333,0.1150625,997,5315,6312,Working Day
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,1,1,3,0,4,1,1,0.5575,0.532825,0.5795833333333333,0.14988333333333334,1005,5187,6192,Working Day
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,1,1,3,0,5,1,1,0.43583333333333335,0.43622916666666667,0.8420833333333334,0.11319166666666668,548,3830,4378,Working Day
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,1,1,3,0,6,0,2,0.5141666666666667,0.5050458333333333,0.7558333333333334,0.11070416666666667,3155,4681,7836,Weekend
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,1,1,3,0,0,0,1,0.4725,0.464,0.81,0.12688333333333332,2207,3685,5892,Weekend
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,1,1,3,0,1,1,1,0.545,0.5328208333333333,0.7287499999999999,0.16231666666666666,982,5171,6153,Working Day
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,1,1,3,0,2,1,2,0.5608333333333334,0.5385333333333333,0.8079166666666667,0.12127083333333333,1051,5042,6093,Working Day
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,2,1,3,0,3,1,1,0.5316666666666666,0.5132583333333333,0.82125,0.08955833333333334,1122,5108,6230,Working Day
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,2,1,3,0,4,1,1,0.5541666666666667,0.5315666666666666,0.8312499999999999,0.1175625,1334,5537,6871,Working Day
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,2,1,3,0,5,1,1,0.6016666666666667,0.5700666666666666,0.6941666666666667,0.1163,2469,5893,8362,Working Day
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,2,1,3,0,6,0,1,0.5025000000000001,0.4867333333333333,0.8854166666666666,0.19278333333333333,1033,2339,3372,Weekend
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,2,1,3,0,0,0,2,0.4375,0.43748750000000003,0.8808333333333334,0.22077500000000003,1532,3464,4996,Weekend
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,2,1,3,0,1,1,2,0.4458333333333333,0.43875,0.4779166666666666,0.38682083333333334,795,4763,5558,Working Day
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,2,1,3,0,2,1,1,0.3233333333333333,0.3156541666666667,0.29,0.18719166666666667,531,4571,5102,Working Day
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,2,1,3,0,3,1,1,0.4841666666666667,0.47095,0.48125,0.2916708333333333,674,5024,5698,Working Day
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,2,1,3,0,4,1,1,0.49416666666666664,0.4823041666666667,0.43916666666666665,0.31965,834,5299,6133,Working Day
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,2,1,3,0,5,1,1,0.37000000000000005,0.37562083333333335,0.5808333333333333,0.13806666666666667,796,4663,5459,Working Day
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,2,1,3,0,6,0,1,0.42416666666666664,0.42170833333333335,0.7383333333333333,0.25061666666666665,2301,3934,6235,Weekend
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,2,1,4,0,0,0,2,0.42583333333333334,0.41728750000000003,0.67625,0.17226666666666668,2347,3694,6041,Weekend
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,2,1,4,0,1,1,3,0.4339130434782609,0.4275130434782609,0.5043478260869565,0.3121391304347826,1208,4728,5936,Working Day
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,2,1,4,0,2,1,1,0.4666666666666666,0.4614833333333333,0.39666666666666667,0.10013333333333334,1348,5424,6772,Working Day
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,2,1,4,0,3,1,1,0.5416666666666666,0.53345,0.4695833333333333,0.180975,1058,5378,6436,Working Day
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,2,1,4,0,4,1,1,0.435,0.43116250000000006,0.3741666666666667,0.21952916666666666,1192,5265,6457,Working Day
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,2,1,4,0,5,1,1,0.4033333333333333,0.39076666666666665,0.3770833333333334,0.3003875,1807,4653,6460,Working Day
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,2,1,4,0,6,0,1,0.4375,0.42612916666666667,0.2541666666666667,0.27487083333333334,3252,3605,6857,Weekend
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,2,1,4,0,0,0,1,0.5,0.49242499999999995,0.2758333333333333,0.23259583333333333,2230,2939,5169,Weekend
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,2,1,4,0,1,1,1,0.4891666666666667,0.4766375,0.3175,0.3581958333333333,905,4680,5585,Working Day
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,2,1,4,0,2,1,2,0.4466666666666667,0.4362333333333333,0.435,0.249375,819,5099,5918,Working Day
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,2,1,4,0,3,1,1,0.348695652173913,0.33727391304347826,0.46956521739130436,0.2952739130434782,482,4380,4862,Working Day
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,2,1,4,0,4,1,1,0.39749999999999996,0.3876041666666667,0.46625,0.2904291666666667,663,4746,5409,Working Day
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,2,1,4,0,5,1,1,0.44250000000000006,0.43180833333333335,0.4083333333333334,0.15547083333333334,1252,5146,6398,Working Day
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,2,1,4,0,6,0,1,0.49500000000000005,0.48799583333333335,0.5029166666666667,0.19091666666666665,2795,4665,7460,Weekend
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,2,1,4,0,0,0,2,0.6066666666666667,0.573875,0.5079166666666667,0.22512916666666669,2846,4286,7132,Weekend
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,2,1,4,1,1,0,1,0.6641666666666667,0.6149249999999999,0.5616666666666666,0.28482916666666663,1198,5172,6370,Holiday
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,2,1,4,0,2,1,1,0.6083333333333333,0.5984875,0.39041666666666663,0.27362916666666665,989,5702,6691,Working Day
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,2,1,4,0,3,1,1,0.4633333333333333,0.4570375,0.5691666666666667,0.1679125,347,4020,4367,Working Day
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,2,1,4,0,4,1,3,0.49833333333333335,0.49304583333333335,0.6124999999999999,0.06592916666666666,846,5719,6565,Working Day
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340,5950,7290,2,1,4,0,5,1,1,0.5266666666666667,0.515775,0.6945833333333334,0.14987083333333334,1340,5950,7290,Working Day
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541,4083,6624,2,1,4,0,6,0,1,0.57,0.5429208333333333,0.6829166666666667,0.2835875,2541,4083,6624,Weekend
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120,907,1027,2,1,4,0,0,0,2,0.39666666666666667,0.3895041666666667,0.8354166666666667,0.34454583333333333,120,907,1027,Weekend
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195,3019,3214,2,1,4,0,1,1,3,0.32166666666666666,0.301125,0.7666666666666666,0.30349583333333335,195,3019,3214,Working Day
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518,5115,5633,2,1,4,0,2,1,2,0.41333333333333333,0.4052833333333334,0.45416666666666666,0.24938333333333332,518,5115,5633,Working Day
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655,5541,6196,2,1,4,0,3,1,1,0.4766666666666666,0.47031666666666666,0.42791666666666667,0.11879166666666667,655,5541,6196,Working Day
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475,4551,5026,2,1,4,0,4,1,2,0.49833333333333335,0.4835833333333333,0.7566666666666667,0.176625,475,4551,5026,Working Day
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014,5219,6233,2,1,4,0,5,1,1,0.4575,0.4526375,0.4008333333333333,0.3476333333333333,1014,5219,6233,Working Day
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120,3100,4220,2,1,4,0,6,0,1,0.3766666666666667,0.3775041666666667,0.4895833333333333,0.129975,1120,3100,4220,Weekend
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229,4075,6304,2,1,4,0,0,0,3,0.4583333333333333,0.4501208333333333,0.5870833333333333,0.11690833333333334,2229,4075,6304,Weekend
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665,4907,5572,2,1,4,0,1,1,1,0.46416666666666667,0.45769583333333336,0.57,0.1716375,665,4907,5572,Working Day
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653,5087,5740,2,1,5,0,2,1,2,0.6133333333333334,0.5770208333333333,0.6595833333333333,0.15609583333333332,653,5087,5740,Working Day
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667,5502,6169,2,1,5,0,3,1,1,0.5641666666666667,0.5378958333333334,0.7970833333333333,0.1380583333333333,667,5502,6169,Working Day
489,2012-05-03,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764,5657,6421,2,1,5,0,4,1,2,0.5599999999999999,0.5372416666666667,0.7683333333333334,0.13369583333333332,764,5657,6421,Working Day
490,2012-05-04,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069,5227,6296,2,1,5,0,5,1,1,0.6275000000000001,0.5909166666666666,0.7354166666666666,0.1629375,1069,5227,6296,Working Day
491,2012-05-05,2,1,5,0,6,0,2,0.621667,0.584608,0.756667,0.152992,2496,4387,6883,2,1,5,0,6,0,1,0.6216666666666667,0.5846083333333333,0.7566666666666667,0.15299166666666666,2496,4387,6883,Weekend
492,2012-05-06,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135,4224,6359,2,1,5,0,0,0,2,0.5625,0.5467375,0.7399999999999999,0.14987916666666667,2135,4224,6359,Weekend
493,2012-05-07,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008,5265,6273,2,1,5,0,1,1,2,0.5375,0.5271416666666667,0.6641666666666667,0.23072083333333335,1008,5265,6273,Working Day
494,2012-05-08,2,1,5,0,2,1,2,0.581667,0.557471,0.685833,0.296029,738,4990,5728,2,1,5,0,2,1,2,0.5816666666666667,0.5574708333333332,0.6858333333333334,0.2960291666666667,738,4990,5728,Working Day
495,2012-05-09,2,1,5,0,3,1,2,0.575,0.553025,0.744167,0.216412,620,4097,4717,2,1,5,0,3,1,2,0.5750000000000001,0.553025,0.7441666666666666,0.2164125,620,4097,4717,Working Day
496,2012-05-10,2,1,5,0,4,1,1,0.505833,0.491783,0.552083,0.314063,1026,5546,6572,2,1,5,0,4,1,3,0.5058333333333334,0.4917833333333333,0.5520833333333334,0.31406249999999997,1026,5546,6572,Working Day
497,2012-05-11,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319,5711,7030,2,1,5,0,5,1,1,0.5333333333333333,0.5208333333333334,0.36041666666666666,0.2369375,1319,5711,7030,Working Day
